Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
CN,荆州市,管委会,30.3122:112.2747,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,呼和浩特市,红旗小学,40.8178:111.5968,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,七台河市,新建矿广场,45.8222:130.8781,PM10,ChinaAQIData,µg/m³,52.0,2021-08-09T13:00:00+02:00,China
CN,徐州市,淮塔,34.2384:117.1918,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,石家庄市,22中南校区,38.0378:114.5481,O3,ChinaAQIData,µg/m³,196.0,2021-08-09T13:00:00+02:00,China
CN,石家庄市,世纪公园,38.0178:114.5331,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,伊春市,环保局,47.4311:128.5159,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,衡阳市,真空机电公司,26.9056:112.5664,PM10,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,东莞市,莞城梨川,23.0494:113.7547,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,银川市,上海东路,38.4842:106.2757,PM2.5,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,武汉市,东湖梨园,30.5584:114.3677,CO,ChinaAQIData,µg/m³,1400.0,2021-08-09T13:00:00+02:00,China
CN,沈阳市,东陵路,41.8411:123.5903,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,淄博市,东风化工厂,36.8406:118.0253,PM2.5,ChinaAQIData,µg/m³,60.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,两路,29.7228:106.6263,O3,ChinaAQIData,µg/m³,86.0,2021-08-09T13:00:00+02:00,China
CN,贵阳市,中院村,26.5161:106.694,PM2.5,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,临汾市,临钢医院,36.0783:111.5531,PM2.5,ChinaAQIData,µg/m³,35.0,2021-08-09T13:00:00+02:00,China
CN,丽江市,丽江古城,26.8802:100.2497,PM2.5,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,青岛市,仰口(对照点),36.2403:120.6659,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,渭南市,体育馆,34.493:109.4636,PM10,ChinaAQIData,µg/m³,39.0,2021-08-09T13:00:00+02:00,China
CN,鹰潭市,体育馆,28.2264:117.0222,PM2.5,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,大连市,傅家庄,38.8638:121.6251,NO2,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,铜川市,党校(对照点),35.0994:109.0656,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,毕节市,八中,27.3125:105.2864,O3,ChinaAQIData,µg/m³,105.0,2021-08-09T13:00:00+02:00,China
CN,渭南市,农科所(对照点),34.5101:109.5293,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,永州市,冷水滩区环保局,26.4519:111.5989,PM10,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,凉山彝族自治州,凉山州政府,27.8851:102.2685,NO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,凉山彝族自治州,凉山州政府,27.8851:102.2685,PM10,ChinaAQIData,µg/m³,20.0,2021-08-09T13:00:00+02:00,China
CN,遵义市,凤凰山,27.7019:106.9242,O3,ChinaAQIData,µg/m³,103.0,2021-08-09T13:00:00+02:00,China
CN,黔东南苗族侗族自治州,凯里学院,26.5311:107.8908,O3,ChinaAQIData,µg/m³,95.0,2021-08-09T13:00:00+02:00,China
CN,珠海市,前山,22.2335:113.4881,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,天津市,前进道,39.0927:117.202,O3,ChinaAQIData,µg/m³,224.0,2021-08-09T13:00:00+02:00,China
CN,哈尔滨市,动力和平路,45.7258:126.6411,SO2,ChinaAQIData,µg/m³,13.0,2021-08-09T13:00:00+02:00,China
CN,长春市,劳动公园,43.8772:125.3716,NO2,ChinaAQIData,µg/m³,20.0,2021-08-09T13:00:00+02:00,China
CN,长春市,劳动公园,43.8772:125.3716,PM10,ChinaAQIData,µg/m³,55.0,2021-08-09T13:00:00+02:00,China
CN,天津市,勤俭道,39.1661:117.1444,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,廊坊市,北华航天学院,39.5269:116.7244,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,兴安盟,北滨河,46.0707:122.0931,O3,ChinaAQIData,µg/m³,86.0,2021-08-09T13:00:00+02:00,China
CN,眉山市,区人社局,30.0564:103.8291,O3,ChinaAQIData,µg/m³,194.0,2021-08-09T13:00:00+02:00,China
CN,朔州市,区政府,39.3197:112.4258,PM10,ChinaAQIData,µg/m³,43.0,2021-08-09T13:00:00+02:00,China
CN,金华市,十五中,29.077:119.647,SO2,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,成都市,十里店,30.6764:104.1419,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,鞍山市,千山(对照点),41.0228:123.1289,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,赣州市,华坚鞋城,25.8471:114.8905,NO2,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,保定市,华电二区,38.8959:115.5213,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,双鸭山市,南小市,46.6191:131.1652,PM10,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,锦州市,南山,41.0879:121.1115,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,南平市,南平铝业有限公司,26.6489:118.1825,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,阳泉市,南庄,37.8486:113.5819,PM10,ChinaAQIData,µg/m³,42.0,2021-08-09T13:00:00+02:00,China
CN,玉林市,南江一中,22.6164:110.1433,SO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,嘉兴市,南湖区残联,30.7525:120.7846,PM10,ChinaAQIData,µg/m³,46.0,2021-08-09T13:00:00+02:00,China
CN,深圳市,南澳,22.5422:114.494,O3,ChinaAQIData,µg/m³,58.0,2021-08-09T13:00:00+02:00,China
CN,杭州市,卧龙桥,30.2456:120.1269,O3,ChinaAQIData,µg/m³,229.0,2021-08-09T13:00:00+02:00,China
CN,广安市,友谊中学,30.4663:106.6271,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,六盘水市,双水,26.5506:104.9544,PM10,ChinaAQIData,µg/m³,19.0,2021-08-09T13:00:00+02:00,China
CN,北京市,古城,39.9136:116.184,NO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,珠海市,吉大,22.2618:113.5814,NO2,ChinaAQIData,µg/m³,23.0,2021-08-09T13:00:00+02:00,China
CN,岳阳市,君山区,29.4402:112.9943,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,大连市,周水子,38.9511:121.565,CO,ChinaAQIData,µg/m³,1000.0,2021-08-09T13:00:00+02:00,China
CN,哈尔滨市,呼兰师专,45.9855:126.595,PM10,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,珠海市,唐家,22.4251:113.628,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,黄石市,团城山,30.2092:115.0307,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,潍坊市,坊子邮政,36.6523:119.1641,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,绍兴市,城东开发委,29.9928:120.6053,PM10,ChinaAQIData,µg/m³,66.0,2021-08-09T13:00:00+02:00,China
CN,西宁市,城北区政府,36.6428:101.7775,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,湖州市,城西水厂,30.8669:120.0751,PM2.5,ChinaAQIData,µg/m³,27.0,2021-08-09T13:00:00+02:00,China
CN,抚顺市,大伙房水库,41.8961:124.0972,PM2.5,ChinaAQIData,µg/m³,13.0,2021-08-09T13:00:00+02:00,China
CN,营口市,大庆路,40.7094:122.2703,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,大理州,大理市环境监测站,25.7054:100.1542,PM10,ChinaAQIData,µg/m³,18.0,2021-08-09T13:00:00+02:00,China
CN,成都市,大石西路,30.6558:104.0219,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,赤峰市,天义路,42.2554:118.8788,PM10,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,宁波市,太古小学,29.8635:121.5856,O3,ChinaAQIData,µg/m³,122.0,2021-08-09T13:00:00+02:00,China
CN,哈尔滨市,太平宏伟公园,45.7733:126.689,NO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,南京市,奥体中心,31.9996:118.7356,O3,ChinaAQIData,µg/m³,194.0,2021-08-09T13:00:00+02:00,China
CN,本溪市,威宁,41.3472:123.8142,PM2.5,ChinaAQIData,µg/m³,0.0,2021-08-09T13:00:00+02:00,China
CN,安顺市,娄家坡,26.2481:105.8983,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,安庆市,安庆大学,30.6145:116.9896,O3,ChinaAQIData,µg/m³,160.0,2021-08-09T13:00:00+02:00,China
CN,辽阳市,宏伟区,41.1953:123.2,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,舟山市,定海檀枫,30.0203:122.122,NO2,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,宜兴市,宜兴市环保局,31.354:119.818,SO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,信阳市,审计局,32.1399:114.0609,PM2.5,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,长春市,客车厂,43.9027:125.2863,O3,ChinaAQIData,µg/m³,120.0,2021-08-09T13:00:00+02:00,China
CN,佛山市,容桂街道办,22.7642:113.2544,PM10,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,宿迁市,宿迁学院,33.9528:118.293,CO,ChinaAQIData,µg/m³,300.0,2021-08-08T10:00:00+02:00,China
CN,黔南布依族苗族自治州,小围寨,26.2403:107.5228,PM2.5,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,太原市,小店,37.7394:112.5583,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,太原市,小店,37.7394:112.5583,PM10,ChinaAQIData,µg/m³,33.0,2021-08-09T13:00:00+02:00,China
CN,山南市,山南人民医院,29.2436:91.7706,NO2,ChinaAQIData,µg/m³,20.0,2021-08-09T13:00:00+02:00,China
CN,怒江州,州监测站,25.8567:98.8601,CO,ChinaAQIData,µg/m³,900.0,2021-08-09T13:00:00+02:00,China
CN,鹤壁市,市交警支队,35.7511:114.2956,NO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,宜宾市,市委,28.7728:104.6201,NO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,宜宾市,市委,28.7728:104.6201,PM2.5,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,新乡市,市委党校,35.2847:113.9194,NO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,达州市,市政中心,31.2124:107.4644,NO2,ChinaAQIData,µg/m³,38.0,2021-08-09T13:00:00+02:00,China
CN,宜宾市,市政府,28.7562:104.639,PM2.5,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,潮州市,市政府,23.6608:116.6183,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,娄底市,市政府,27.7044:111.9892,PM2.5,ChinaAQIData,µg/m³,18.0,2021-08-09T13:00:00+02:00,China
CN,黄冈市,市林业局,30.4445:114.9136,NO2,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,乌海市,市林业局,39.6973:106.8174,PM10,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,巴彦淖尔市,市环保大楼,40.7372:107.37,O3,ChinaAQIData,µg/m³,124.0,2021-08-09T13:00:00+02:00,China
CN,保山市,市环保局,25.1328:99.1711,SO2,ChinaAQIData,µg/m³,4.0,2021-08-08T10:00:00+02:00,China
CN,博尔塔拉蒙古自治州,市环保局,44.8969:82.0806,NO2,ChinaAQIData,µg/m³,24.0,2021-08-09T13:00:00+02:00,China
CN,枣庄市,市环保局,34.8103:117.3152,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,拉萨市,市环保局,29.6747:91.1221,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,焦作市,市环保局,35.2127:113.2269,NO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,滨州市,市环保局,37.3803:118.0062,PM2.5,ChinaAQIData,µg/m³,67.0,2021-08-09T13:00:00+02:00,China
CN,锡林郭勒盟,市环保监测站,43.9317:116.1042,NO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,河池市,市环保站,24.6947:108.0497,NO2,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,保山市,市环境监测站,25.1081:99.1678,CO,ChinaAQIData,µg/m³,300.0,2021-08-09T13:00:00+02:00,China
CN,喀什地区,市环境监测站,39.4682:75.9538,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,齐齐哈尔市,市环境监测站,47.2988:123.945,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,郑州市,市监测站,34.74838:113.60532,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,南宁市,市监测站,22.8225:108.3206,O3,ChinaAQIData,µg/m³,98.0,2021-08-09T13:00:00+02:00,China
CN,南宁市,市监测站,22.8225:108.3206,PM10,ChinaAQIData,µg/m³,29.0,2021-08-09T13:00:00+02:00,China
CN,威海市,市监测站,37.5072:122.1067,PM10,ChinaAQIData,µg/m³,59.0,2021-08-09T13:00:00+02:00,China
CN,淮安市,市监测站,33.6067:118.989,PM10,ChinaAQIData,µg/m³,41.0,2021-08-09T13:00:00+02:00,China
CN,邵阳市,市罐头厂,27.2537:111.4503,NO2,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,遵义市,干田坝,27.72:106.9178,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,平顶山市,平顶山工学院,33.774:113.182,PM2.5,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,广州市,广东商学院,23.0916:113.3478,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,鄂尔多斯市,康泽苑,39.5986:109.7736,PM2.5,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,南昌市,建工学校,28.687:115.8518,PM10,ChinaAQIData,µg/m³,54.0,2021-08-09T13:00:00+02:00,China
CN,岳阳市,开发区,29.3575:113.1497,NO2,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,东营市,开发区管委会,37.4338:118.6904,O3,ChinaAQIData,µg/m³,227.0,2021-08-09T13:00:00+02:00,China
CN,苏州市,彩香,31.3019:120.591,NO2,ChinaAQIData,µg/m³,27.0,2021-08-09T13:00:00+02:00,China
CN,德宏州,德宏州监测站,24.428:98.5842,O3,ChinaAQIData,µg/m³,49.0,2021-08-09T13:00:00+02:00,China
CN,宝鸡市,技工学校,34.3739:107.1186,O3,ChinaAQIData,µg/m³,172.0,2021-08-09T13:00:00+02:00,China
CN,晋城市,技术学院,35.4897:112.8676,CO,ChinaAQIData,µg/m³,300.0,2021-08-08T10:00:00+02:00,China
CN,招远市,招远环保局,37.374:120.399,NO2,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,大同市,教育学院,40.0844:113.2711,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,大同市,教育学院,40.0844:113.2711,O3,ChinaAQIData,µg/m³,162.0,2021-08-09T13:00:00+02:00,China
CN,银川市,文昌北街,38.497:106.1015,PM2.5,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,珠海市,斗门,22.2281:113.299,PM10,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,鹤岗市,斯达机电,47.3086:130.2684,PM10,ChinaAQIData,µg/m³,24.0,2021-08-09T13:00:00+02:00,China
CN,吴忠市,新区二泵站,37.9956:106.1856,PM2.5,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,云浮市,新市府(对照点),22.9169:112.0392,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,张家口市,北泵房(对照点),40.8661:114.8916,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,溧阳市,燕山子站,31.317:119.438,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,溧阳市,燕山子站,31.317:119.438,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,潍坊市,环保局,36.7023:119.1437,O3,ChinaAQIData,µg/m³,204.0,2021-08-09T13:00:00+02:00,China
CN,莱西市,环保局子站,36.865:120.537,PM2.5,ChinaAQIData,µg/m³,34.0,2021-08-09T13:00:00+02:00,China
CN,湛江市,环保局宿舍,21.1997:110.4019,PM2.5,ChinaAQIData,µg/m³,18.0,2021-08-09T13:00:00+02:00,China
CN,曲靖市,环境监测站,25.5035:103.7897,NO2,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,南京市,瑞金路,32.0309:118.8109,NO2,ChinaAQIData,µg/m³,23.0,2021-08-09T13:00:00+02:00,China
CN,益阳市,甘溪港(对照点),28.6428:112.4067,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,衡水市,电机北厂,37.7541:115.6838,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,晋城市,白云商贸,35.4936:112.8318,NO2,ChinaAQIData,µg/m³,13.0,2021-08-08T10:00:00+02:00,China
CN,常德市,白鹤山(对照点),29.1456:111.7158,O3,ChinaAQIData,µg/m³,131.0,2021-08-09T13:00:00+02:00,China
CN,六安市,监测大楼,31.737:116.5079,PM10,ChinaAQIData,µg/m³,40.0,2021-08-09T13:00:00+02:00,China
CN,商洛市,监测站,33.8715:109.9154,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,寿光市,监测站,36.881:118.746,O3,ChinaAQIData,µg/m³,223.0,2021-08-09T13:00:00+02:00,China
CN,昭通市,监测站,27.3736:103.7667,SO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,武威市,监测站,37.9251:102.6201,PM2.5,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,乌鲁木齐市,监测站,43.8303:87.5801,O3,ChinaAQIData,µg/m³,144.0,2021-08-09T13:00:00+02:00,China
CN,德州市,监理站,37.4451:116.2991,O3,ChinaAQIData,µg/m³,187.0,2021-08-09T13:00:00+02:00,China
CN,德州市,监理站,37.4451:116.2991,PM2.5,ChinaAQIData,µg/m³,35.0,2021-08-09T13:00:00+02:00,China
CN,哈尔滨市,省农科院,45.6842:126.6206,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,南昌市,省林业公司,28.7003:115.8886,PM2.5,ChinaAQIData,µg/m³,32.0,2021-08-09T13:00:00+02:00,China
CN,贵阳市,碧云窝,26.4365:106.6555,PM2.5,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,烟台市,福山环保局,37.4967:121.2611,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,湘潭市,科大,27.9119:112.9074,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,黄冈市,红卫路,30.4519:114.8858,PM10,ChinaAQIData,µg/m³,34.0,2021-08-09T13:00:00+02:00,China
CN,徐州市,鼓楼区政府,34.29:117.1814,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,西安市,经开区,34.3474:108.935,PM10,ChinaAQIData,µg/m³,50.0,2021-08-09T13:00:00+02:00,China
CN,温州市,龙湾,27.9747:120.76,NO2,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,镇江市,职教中心,32.1968:119.4974,SO2,ChinaAQIData,µg/m³,13.0,2021-08-09T13:00:00+02:00,China
CN,乌海市,聚英学校,39.6778:106.8288,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,保定市,胶片厂,38.8697:115.4323,PM10,ChinaAQIData,µg/m³,35.0,2021-08-09T13:00:00+02:00,China
CN,阿克苏地区,艺术中心,41.1551:80.2613,NO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,长春市,高新区管委会,43.7783:125.245,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,长春市,高新区管委会,43.7783:125.245,O3,ChinaAQIData,µg/m³,118.0,2021-08-09T13:00:00+02:00,China
CN,苏州市,苏州工业园区,31.3097:120.669,O3,ChinaAQIData,µg/m³,224.0,2021-08-09T13:00:00+02:00,China
CN,烟台市,莱山环保局,37.4822:121.4478,PM2.5,ChinaAQIData,µg/m³,35.0,2021-08-09T13:00:00+02:00,China
CN,常熟市,菱塘子站,31.656:120.734,PM2.5,ChinaAQIData,µg/m³,33.0,2021-08-09T13:00:00+02:00,China
CN,枣庄市,薛城环保局,34.7837:117.2852,SO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,枣庄市,薛城环保局,34.7837:117.2852,PM2.5,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,南通市,虹桥,32.0005:120.86,PM10,ChinaAQIData,µg/m³,50.0,2021-08-09T13:00:00+02:00,China
CN,江阴市,虹桥邮政,31.92:120.268,NO2,ChinaAQIData,µg/m³,72.0,2021-08-09T13:00:00+02:00,China
CN,衢州市,衢州学院,28.9808:118.8621,PM10,ChinaAQIData,µg/m³,35.0,2021-08-09T13:00:00+02:00,China
CN,深圳市,西乡,22.5861:113.8953,PM10,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,德阳市,西小区,31.1317:104.3826,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,杭州市,西溪,30.2747:120.0633,PM10,ChinaAQIData,µg/m³,48.0,2021-08-09T13:00:00+02:00,China
CN,渭南市,高新一小,34.5023:109.4259,PM2.5,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,益阳市,资阳区政务中心,28.6047:112.3347,PM2.5,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,鄂州市,赵家坝,30.3714:114.8989,O3,ChinaAQIData,µg/m³,132.0,2021-08-09T13:00:00+02:00,China
CN,湘西州,跃进水库(对照点),28.2558:109.6414,NO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,邢台市,路桥公司,37.0851:114.5237,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,苏州市,轧钢厂,31.3264:120.596,O3,ChinaAQIData,µg/m³,199.0,2021-08-09T13:00:00+02:00,China
CN,运城市,运城中学,35.0147:110.9956,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,哈尔滨市,道外承德广场,45.7667:126.635,SO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,汕头市,金平子站,23.3667:116.6794,NO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,铁岭市,金沙江路北,42.2217:123.7153,PM10,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,成都市,金泉两河,30.7236:103.9728,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,成都市,金泉两河,30.7236:103.9728,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,安顺市,金钟山,26.2564:105.9439,PM2.5,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,安顺市,金钟山,26.2564:105.9439,CO,ChinaAQIData,µg/m³,300.0,2021-08-09T13:00:00+02:00,China
CN,兰州市,铁路设计院,36.0464:103.831,NO2,ChinaAQIData,µg/m³,32.0,2021-08-09T13:00:00+02:00,China
CN,郑州市,银行学校,34.80246:113.67526,O3,ChinaAQIData,µg/m³,168.0,2021-08-09T13:00:00+02:00,China
CN,晋中市,锦纶小区,37.6945:112.7532,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,青岛市,黄岛区子站,35.9608:120.1983,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,咸宁市,长江产业园,29.8683:114.3375,PM10,ChinaAQIData,µg/m³,51.0,2021-08-09T13:00:00+02:00,China
CN,咸宁市,长江产业园,29.8683:114.3375,PM2.5,ChinaAQIData,µg/m³,29.0,2021-08-09T13:00:00+02:00,China
CN,中山市,长江旅游区(对照点),22.4853:113.4411,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,阜新市,长青街,42.0279:121.6697,CO,ChinaAQIData,µg/m³,1000.0,2021-08-09T13:00:00+02:00,China
CN,阜新市,长青街,42.0279:121.6697,O3,ChinaAQIData,µg/m³,173.0,2021-08-09T13:00:00+02:00,China
CN,阿里地区,阿里藏医院,32.5028:80.0903,O3,ChinaAQIData,µg/m³,106.0,2021-08-09T13:00:00+02:00,China
CN,永州市,零陵南津渡(对照点),26.2081:111.6217,NO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,吉安市,青原区法院,27.0968:115.0093,NO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,海口市,龙华路环保局宿舍,20.0356:110.33,NO2,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,上海市,静安监测站,31.2261:121.425,NO2,ChinaAQIData,µg/m³,25.0,2021-08-09T13:00:00+02:00,China
CN,抚顺市,顺城区,41.8822:123.9161,PM10,ChinaAQIData,µg/m³,71.0,2021-08-09T13:00:00+02:00,China
CN,长春市,食品厂,43.9166:125.3325,O3,ChinaAQIData,µg/m³,123.0,2021-08-09T13:00:00+02:00,China
